CustomerID,StockID,Rating
15168,788,0.036818576108477524
15168,1332,0.03376545243353023
15168,3059,0.02981891258017368
15168,1322,0.02975535988449699
15168,1433,0.029715528296418277
14272,1433,0.11352319433036566
14272,1434,0.10773081446817932
14272,1435,0.0924749159276348
14272,2086,0.08697232430675955
14272,965,0.08674239901867424
15744,1433,0.08484964431100754
15744,1434,0.08350516855582171
15744,1435,0.0643285045307336
15744,1040,0.05968168983228578
15744,2086,0.05934763049687418
17728,986,0.8166403939980503
17728,2034,0.7429031033777234
17728,3059,0.6894346868930622
17728,1289,0.6577881684098268
17728,1753,0.6347711643079118
13120,3233,0.03520919659150871
13120,3059,0.02806883044317589
13120,1332,0.028002935611177955
13120,1070,0.025808781312333086
13120,1322,0.02523721499337052
17984,788,0.2932295063849114
17984,2804,0.27105329250863663
17984,878,0.2658388928576341
17984,789,0.25727581108426756
17984,1353,0.24657140983967196
17856,3097,0.13077882367831895
17856,3059,0.12589591503760741
17856,1070,0.10726532382190193
17856,1548,0.08985785439642549
17856,1550,0.08920686564286542
16320,788,0.2958019910820515
16320,2804,0.2782237674140397
16320,1802,0.27746185880134355
16320,1803,0.2717528792891268
16320,1577,0.26924227559195146
16832,986,0.04268940369022487
16832,1011,0.041729572393933115
16832,603,0.03785971207169901
16832,1709,0.037856297838116476
16832,3137,0.0353623709986159
12864,1470,0.051719127921399564
12864,1840,0.04399802933710484
12864,13,0.04321874929354816
12864,1089,0.04007048123975385
12864,1510,0.03998065907932302
13568,3233,0.2967850838438624
13568,1332,0.25182342295321103
13568,1322,0.23077950334735908
13568,1333,0.22359377010298598
13568,3059,0.20198300280104173
16448,3233,0.18679901049827594
16448,1332,0.1548330051902808
16448,1333,0.13371909351112846
16448,1322,0.1277053375148664
16448,1070,0.12680389870778702
16960,986,0.44902042604106474
16960,2034,0.420790177741122
16960,788,0.40031000073575823
16960,2804,0.3991433247732086
16960,2040,0.39854029459857454
17920,1920,0.8684326322902873
17920,2040,0.7373445131545957
17920,1255,0.7202841770793869
17920,986,0.6997166689404273
17920,1089,0.6809659266522776
18240,2749,0.024612700164069662
18240,1840,0.024307079326472202
18240,2782,0.021949039896930003
18240,2005,0.02040085655932214
18240,2006,0.02025889778370064
12736,424,0.13701350641780638
12736,911,0.10568724571891586
12736,3130,0.10445184719149833
12736,425,0.08917687565273033
12736,909,0.08609396841555893
13248,1289,0.2978599514805679
13248,1550,0.2623816779630469
13248,1548,0.253008298615282
13248,1549,0.22580330646571647
13248,2076,0.2150460265946058
16768,3233,0.2527930887656865
16768,2174,0.21788469070801522
16768,398,0.21324533993538264
16768,1517,0.21033238521289732
16768,1571,0.20713346121336196
17408,1289,0.06956669377273993
17408,1550,0.05929342213929162
17408,1548,0.05874288540971608
17408,1549,0.05327405712974847
17408,2002,0.04254146770230606
14592,1795,0.42257914914680583
14592,1753,0.39547819122523364
14592,986,0.3946715548366417
14592,1752,0.36294342343643465
14592,911,0.35592555091222045
18176,3233,0.17073414865036937
18176,1332,0.14420569283324186
18176,1333,0.12302697004604829
18176,1322,0.12104687373541081
18176,1070,0.1090459441452293
12928,2034,1.0638279164442324
12928,2040,0.9764305226171829
12928,1255,0.9327465421998579
12928,3219,0.8853545262608754
12928,174,0.7959230127411707
15680,986,0.33233776483547245
15680,3233,0.3150107399181151
15680,3059,0.3091757560491378
15680,1332,0.28819185489823473
15680,1433,0.2846952391883252
17664,424,0.25624682719240416
17664,1795,0.24795766240497213
17664,911,0.23877728435637785
17664,986,0.23837720910544413
17664,1753,0.21878172279219435
12352,1571,0.3959607114742931
12352,1802,0.3191356049654031
12352,1803,0.3038980060198256
12352,1289,0.2899461078858563
12352,1517,0.2827271074935649
12480,3664,0.46912815633997956
12480,2071,0.4223222318865029
12480,1204,0.4125369287625623
12480,1483,0.4026316950645643
12480,753,0.3973823865284797
13376,424,0.3312807042913179
13376,3219,0.3226098035054028
13376,2040,0.3207635686893203
13376,2034,0.3177725014159187
13376,171,0.31607475030582777
14912,1089,0.21325836270998103
14912,1470,0.1801854949262904
14912,1840,0.1622479476324633
14912,398,0.1408641948380115
14912,1744,0.13744452322347686
14016,3059,0.568820375793728
14016,1289,0.48920777583289676
14016,1036,0.44346310281499396
14016,1571,0.42196432338688156
14016,1322,0.41685586357034576
16384,1289,0.4570415666436054
16384,1550,0.3986223421082977
16384,1548,0.39532410695812714
16384,1549,0.35807862100854715
16384,2002,0.28624007106974153
15360,788,0.12136415774517278
15360,3059,0.11866865830446979
15360,2804,0.11604540487012764
15360,878,0.10700891483322103
15360,789,0.1006494160535748
14080,788,0.014288149795184106
14080,789,0.012468060343586518
14080,2112,0.011778517260746555
14080,1835,0.011615555609269513
14080,2804,0.011592413241176741
17536,702,0.005639305228574519
17536,703,0.00554730071047708
17536,706,0.005389104000420215
17536,30,0.005089327584620987
17536,704,0.005012862731503989
15808,398,0.6935617944579406
15808,3233,0.6876238060774179
15808,400,0.6718960078638877
15808,1289,0.6506824646085919
15808,2174,0.6468551606297854
18048,3059,0.15052741945710477
18048,3097,0.14839272410189017
18048,1070,0.12860176301364917
18048,3233,0.11672851873380398
18048,1289,0.10808990591042099
15424,1040,0.1039917875402167
15424,279,0.09619841482480698
15424,280,0.09021352989678942
15424,1039,0.08681573017262234
15424,1424,0.08651216163256055
17088,3233,0.7570227216115661
17088,1332,0.6306186308040244
17088,1322,0.6157271105981258
17088,3059,0.5706201251774852
17088,1333,0.5511435908486082
16128,1803,0.47648917474762714
16128,1289,0.4678939716020173
16128,1795,0.4560160402722965
16128,986,0.43516777901796067
16128,1802,0.4340325105072493
13952,424,0.5372787319843916
13952,342,0.4622144067844612
13952,3130,0.43669000629393573
13952,438,0.4335643648659834
13952,1571,0.4319655226401262
18112,3059,0.06654486407862117
18112,986,0.06585472943863593
18112,1289,0.06355532593695816
18112,1753,0.06012267818302745
18112,1550,0.05865903181530903
14976,3233,0.20938341324799614
14976,398,0.19970796303044827
14976,3263,0.18558601019818216
14976,392,0.1829227707730895
14976,400,0.18264629854837233
13824,1255,0.29802143203389175
13824,171,0.2720622758644971
13824,1254,0.2639506289182489
13824,173,0.2559438121749885
13824,174,0.2520392706498278
17472,3233,0.6861385320760058
17472,1571,0.5768362240144874
17472,1332,0.5767249783733378
17472,1322,0.5384276701575146
17472,424,0.5350303526272192
